"month","subject","checkouts"
2020-06-01,self-improvement,2157
2020-06-01,business,1924
2020-06-01,politics,1894
2020-06-01,psychology,1335
2020-06-01,cooking & food,1179
2020-06-01,science,1075
2020-06-01,essays,1036
2020-06-01,health & fitness,944
2020-06-01,juvenile nonfiction,943
2020-06-01,family & relationships,770
2020-06-01,nature,705
2020-06-01,new age,697
2020-06-01,religion & spirituality,687
2020-06-01,travel,647
2020-06-01,humor (nonfiction),644
2020-06-01,education,577
2020-06-01,mythology,511
2020-06-01,sports & recreations,451
2020-06-01,medical,407
2020-06-01,performing arts,401
2020-06-01,folklore,390
2020-06-01,reference,377
2020-06-01,true crime,369
2020-06-01,philosophy,367
2020-06-01,literary criticism,358
2020-06-01,law,349
2020-06-01,military,331
2020-06-01,language arts,271
2020-06-01,art,265
2020-06-01,finance,251
2020-06-01,economics,249
2020-06-01,home design & décor,204
2020-06-01,gardening,203
2020-06-01,technology,194
2020-06-01,crafts,191
2020-06-01,self help,145
2020-06-01,music,137
2020-06-01,pets,113
2020-06-01,computer technology,102
2020-05-01,history,118
2020-04-01,history,355
2020-04-01,self-improvement,241
2020-04-01,biography & autobiography,240
2020-04-01,business,225
2020-04-01,science,211
2020-04-01,psychology,147
2020-04-01,family & relationships,141
2020-04-01,sociology,124
2020-04-01,cooking & food,120
2020-04-01,politics,106
2020-04-01,health & fitness,105
2020-04-01,juvenile nonfiction,101
2020-03-01,biography & autobiography,23170
2020-03-01,history,15696
2020-03-01,sociology,13029
2020-03-01,self-improvement,12458
2020-03-01,business,10594
2020-03-01,politics,7599
2020-03-01,science,7039
2020-03-01,psychology,6904
2020-03-01,cooking & food,6109
2020-03-01,family & relationships,5184
2020-03-01,cookbooks,4940
2020-03-01,religion & spirituality,4924
2020-03-01,health & fitness,4884
2020-03-01,humor (nonfiction),4666
2020-03-01,essays,4269
2020-03-01,nature,3561
2020-03-01,juvenile nonfiction,3426
2020-03-01,performing arts,3334
2020-03-01,new age,3315
2020-03-01,travel,3071
2020-03-01,philosophy,2904
2020-03-01,mythology,2793
2020-03-01,true crime,2486
2020-03-01,medical,2355
2020-03-01,autobiographies,2205
2020-03-01,military,2191
2020-03-01,sports & recreations,2146
2020-03-01,biographies,2123
2020-03-01,literary criticism,1715
2020-03-01,technology,1710
2020-03-01,reference,1601
2020-03-01,folklore,1583
2020-03-01,economics,1544
2020-03-01,home design & décor,1456
2020-03-01,art,1387
2020-03-01,finance,1353
2020-03-01,self help,1152
2020-03-01,cooking,1128
2020-03-01,language arts,1127
2020-03-01,computer technology,1085
2020-03-01,nonfiction comics,1079
2020-03-01,crafts,998
2020-03-01,spanish language materials,983
2020-03-01,guidebooks,945
2020-03-01,music,928
2020-03-01,gardening,791
2020-03-01,education,764
2020-03-01,instructional and educational works,749
2020-03-01,songs,719
2020-03-01,law,712
2020-03-01,mathematics,701
2020-03-01,careers,515
2020-03-01,pets,505
2020-03-01,handbooks and manuals,364
2020-03-01,quick and easy cooking,347
2020-03-01,cooking natural foods,291
2020-03-01,baking,267
2020-03-01,anecdotes,115
2020-02-01,biography & autobiography,10296
2020-02-01,history,6015
2020-02-01,self-improvement,5097
2020-02-01,sociology,4709
2020-02-01,business,4466
2020-02-01,cookbooks,3489
2020-02-01,politics,3246
2020-02-01,psychology,3050
2020-02-01,science,2691
2020-02-01,religion & spirituality,2647
2020-02-01,family & relationships,2276
2020-02-01,cooking & food,2257
2020-02-01,health & fitness,2125
2020-02-01,humor (nonfiction),1920
2020-02-01,travel,1815
2020-02-01,essays,1627
2020-02-01,philosophy,1535
2020-02-01,new age,1419
2020-02-01,biographies,1396
2020-02-01,guidebooks,1363
2020-02-01,autobiographies,1338
2020-02-01,nature,1095
2020-02-01,performing arts,1049
2020-02-01,medical,1034
2020-02-01,true crime,1001
2020-02-01,mythology,991
2020-02-01,nonfiction comics,970
2020-02-01,sports & recreations,865
2020-02-01,reference,790
2020-02-01,juvenile nonfiction,782
2020-02-01,military,781
2020-02-01,economics,748
2020-02-01,songs,684
2020-02-01,finance,681
2020-02-01,cooking,642
2020-02-01,folklore,601
2020-02-01,literary criticism,567
2020-02-01,art,525
2020-02-01,spanish language materials,518
2020-02-01,self help,516
2020-02-01,home design & décor,508
2020-02-01,language arts,484
2020-02-01,computer technology,481
2020-02-01,instructional and educational works,446
2020-02-01,technology,435
2020-02-01,crafts,386
2020-02-01,music,362
2020-02-01,education,348
2020-02-01,quick and easy cooking,326
2020-02-01,handbooks and manuals,288
2020-02-01,gardening,280
2020-02-01,cooking natural foods,259
2020-02-01,law,220
2020-02-01,careers,216
2020-02-01,mathematics,182
2020-02-01,pets,176
2020-02-01,baking,164
2020-02-01,anecdotes,156
2020-01-01,biography & autobiography,8647
2020-01-01,history,5292
2020-01-01,self-improvement,5019
2020-01-01,sociology,4773
2020-01-01,cookbooks,4738
2020-01-01,business,4333
2020-01-01,psychology,3290
2020-01-01,politics,2845
2020-01-01,science,2359
2020-01-01,cooking & food,2309
2020-01-01,religion & spirituality,2019
2020-01-01,family & relationships,1949
2020-01-01,health & fitness,1783
2020-01-01,cooking,1516
2020-01-01,humor (nonfiction),1483
2020-01-01,travel,1464
2020-01-01,guidebooks,1328
2020-01-01,autobiographies,1308
2020-01-01,essays,1308
2020-01-01,new age,1208
2020-01-01,medical,1102
2020-01-01,biographies,922
2020-01-01,performing arts,913
2020-01-01,nature,872
2020-01-01,mythology,774
2020-01-01,philosophy,768
2020-01-01,sports & recreations,719
2020-01-01,songs,712
2020-01-01,literary criticism,651
2020-01-01,military,648
2020-01-01,juvenile nonfiction,644
2020-01-01,true crime,601
2020-01-01,economics,595
2020-01-01,folklore,556
2020-01-01,technology,504
2020-01-01,nonfiction comics,496
2020-01-01,art,486
2020-01-01,finance,461
2020-01-01,reference,453
2020-01-01,computer technology,447
2020-01-01,home design & décor,425
2020-01-01,self help,390
2020-01-01,spanish language materials,361
2020-01-01,language arts,354
2020-01-01,music,353
2020-01-01,crafts,324
2020-01-01,education,301
2020-01-01,careers,284
2020-01-01,instructional and educational works,281
2020-01-01,mathematics,272
2020-01-01,handbooks and manuals,261
2020-01-01,quick and easy cooking,251
2020-01-01,cooking natural foods,211
2020-01-01,gardening,193
2020-01-01,law,191
2020-01-01,baking,190
2020-01-01,pets,168
2020-01-01,recipes,130
2020-01-01,anecdotes,126
2019-12-01,biography & autobiography,17020
2019-12-01,history,11578
2019-12-01,self-improvement,10440
2019-12-01,business,9728
2019-12-01,sociology,9660
2019-12-01,cookbooks,7709
2019-12-01,psychology,6825
2019-12-01,politics,6019
2019-12-01,science,5135
2019-12-01,family & relationships,4781
2019-12-01,cooking & food,4665
2019-12-01,religion & spirituality,4400
2019-12-01,health & fitness,4030
2019-12-01,essays,3902
2019-12-01,autobiographies,3603
2019-12-01,humor (nonfiction),3452
2019-12-01,new age,2656
2019-12-01,travel,2513
2019-12-01,nature,2270
2019-12-01,medical,2239
2019-12-01,philosophy,2173
2019-12-01,cooking,2124
2019-12-01,mythology,2062
2019-12-01,true crime,2022
2019-12-01,biographies,1920
2019-12-01,performing arts,1896
2019-12-01,guidebooks,1631
2019-12-01,sports & recreations,1607
2019-12-01,military,1523
2019-12-01,literary criticism,1453
2019-12-01,juvenile nonfiction,1395
2019-12-01,nonfiction comics,1365
2019-12-01,economics,1336
2019-12-01,technology,1265
2019-12-01,reference,1160
2019-12-01,home design & décor,1153
2019-12-01,finance,1133
2019-12-01,folklore,1104
2019-12-01,art,1068
2019-12-01,songs,1053
2019-12-01,self help,932
2019-12-01,computer technology,774
2019-12-01,crafts,749
2019-12-01,language arts,740
2019-12-01,education,667
2019-12-01,music,626
2019-12-01,spanish language materials,608
2019-12-01,law,588
2019-12-01,instructional and educational works,540
2019-12-01,quick and easy cooking,485
2019-12-01,mathematics,475
2019-12-01,baking,467
2019-12-01,careers,427
2019-12-01,handbooks and manuals,415
2019-12-01,cooking natural foods,358
2019-12-01,pets,317
2019-12-01,gardening,276
2019-12-01,anecdotes,184
2019-12-01,recipes,131
2019-11-01,biography & autobiography,10034
2019-11-01,history,6710
2019-11-01,sociology,6198
2019-11-01,self-improvement,6044
2019-11-01,business,5959
2019-11-01,cookbooks,4239
2019-11-01,psychology,4199
2019-11-01,politics,3792
2019-11-01,science,3241
2019-11-01,family & relationships,2723
2019-11-01,cooking & food,2531
2019-11-01,health & fitness,2399
2019-11-01,religion & spirituality,2136
2019-11-01,humor (nonfiction),1568
2019-11-01,essays,1566
2019-11-01,new age,1463
2019-11-01,travel,1419
2019-11-01,nature,1379
2019-11-01,biographies,1319
2019-11-01,autobiographies,1313
2019-11-01,philosophy,1299
2019-11-01,performing arts,1289
2019-11-01,mythology,1275
2019-11-01,medical,1199
2019-11-01,nonfiction comics,1107
2019-11-01,cooking,1027
2019-11-01,true crime,1016
2019-11-01,guidebooks,924
2019-11-01,literary criticism,888
2019-11-01,juvenile nonfiction,884
2019-11-01,military,863
2019-11-01,folklore,808
2019-11-01,songs,794
2019-11-01,technology,776
2019-11-01,sports & recreations,772
2019-11-01,economics,751
2019-11-01,finance,727
2019-11-01,self help,633
2019-11-01,reference,625
2019-11-01,art,609
2019-11-01,home design & décor,567
2019-11-01,spanish language materials,564
2019-11-01,computer technology,545
2019-11-01,language arts,472
2019-11-01,music,431
2019-11-01,instructional and educational works,374
2019-11-01,education,365
2019-11-01,crafts,361
2019-11-01,quick and easy cooking,345
2019-11-01,mathematics,338
2019-11-01,careers,314
2019-11-01,handbooks and manuals,269
2019-11-01,baking,268
2019-11-01,cooking natural foods,233
2019-11-01,law,195
2019-11-01,pets,160
2019-11-01,gardening,146
2019-11-01,anecdotes,127
2019-09-01,biography & autobiography,3657
2019-09-01,history,2687
2019-09-01,sociology,2351
2019-09-01,self-improvement,2303
2019-09-01,business,1847
2019-09-01,politics,1576
2019-09-01,cookbooks,1376
2019-09-01,science,1368
2019-09-01,psychology,1299
2019-09-01,family & relationships,1006
2019-09-01,health & fitness,869
2019-09-01,cooking & food,867
2019-09-01,autobiographies,865
2019-09-01,humor (nonfiction),716
2019-09-01,essays,651
2019-09-01,philosophy,646
2019-09-01,travel,611
2019-09-01,religion & spirituality,582
2019-09-01,new age,487
2019-09-01,mythology,470
2019-09-01,nature,441
2019-09-01,guidebooks,437
2019-09-01,sports & recreations,384
2019-09-01,biographies,350
2019-09-01,true crime,348
2019-09-01,literary criticism,327
2019-09-01,military,319
2019-09-01,juvenile nonfiction,299
2019-09-01,nonfiction comics,299
2019-09-01,self help,290
2019-09-01,songs,284
2019-09-01,performing arts,284
2019-09-01,economics,267
2019-09-01,medical,263
2019-09-01,home design & décor,259
2019-09-01,reference,253
2019-09-01,finance,245
2019-09-01,folklore,237
2019-09-01,cooking,229
2019-09-01,art,228
2019-09-01,language arts,222
2019-09-01,education,207
2019-09-01,computer technology,195
2019-09-01,law,192
2019-09-01,technology,190
2019-09-01,spanish language materials,166
2019-09-01,careers,159
2019-09-01,crafts,151
2019-09-01,quick and easy cooking,120
2019-09-01,instructional and educational works,112
2019-08-01,biography & autobiography,10001
2019-08-01,history,6000
2019-08-01,self-improvement,5891
2019-08-01,business,4993
2019-08-01,sociology,4656
2019-08-01,politics,3299
2019-08-01,cookbooks,3205
2019-08-01,psychology,3009
2019-08-01,family & relationships,2438
2019-08-01,cooking & food,2183
2019-08-01,health & fitness,2141
2019-08-01,science,2102
2019-08-01,religion & spirituality,1837
2019-08-01,travel,1769
2019-08-01,biographies,1709
2019-08-01,essays,1586
2019-08-01,new age,1438
2019-08-01,humor (nonfiction),1383
2019-08-01,philosophy,1324
2019-08-01,autobiographies,1195
2019-08-01,medical,1079
2019-08-01,nature,1044
2019-08-01,military,1003
2019-08-01,performing arts,1002
2019-08-01,mythology,989
2019-08-01,sports & recreations,890
2019-08-01,true crime,829
2019-08-01,guidebooks,781
2019-08-01,juvenile nonfiction,721
2019-08-01,economics,688
2019-08-01,literary criticism,649
2019-08-01,reference,641
2019-08-01,nonfiction comics,631
2019-08-01,home design & décor,624
2019-08-01,finance,578
2019-08-01,folklore,563
2019-08-01,songs,506
2019-08-01,art,500
2019-08-01,technology,495
2019-08-01,cooking,474
2019-08-01,computer technology,455
2019-08-01,self help,393
2019-08-01,language arts,381
2019-08-01,education,380
2019-08-01,crafts,347
2019-08-01,spanish language materials,324
2019-08-01,music,289
2019-08-01,law,284
2019-08-01,instructional and educational works,256
2019-08-01,quick and easy cooking,246
2019-08-01,careers,244
2019-08-01,cooking natural foods,232
2019-08-01,gardening,198
2019-08-01,pets,180
2019-08-01,handbooks and manuals,174
2019-08-01,mathematics,160
2019-08-01,baking,116
2019-06-01,biography & autobiography,3345
2019-06-01,history,2256
2019-06-01,self-improvement,2177
2019-06-01,cookbooks,1577
2019-06-01,business,1534
2019-06-01,sociology,1267
2019-06-01,family & relationships,1152
2019-06-01,religion & spirituality,977
2019-06-01,science,973
2019-06-01,politics,817
2019-06-01,biographies,785
2019-06-01,psychology,727
2019-06-01,cooking & food,669
2019-06-01,health & fitness,669
2019-06-01,essays,650
2019-06-01,quick and easy cooking,612
2019-06-01,travel,591
2019-06-01,autobiographies,452
2019-06-01,nature,425
2019-06-01,humor (nonfiction),412
2019-06-01,mythology,346
2019-06-01,military,342
2019-06-01,philosophy,317
2019-06-01,sports & recreations,314
2019-06-01,juvenile nonfiction,302
2019-06-01,new age,291
2019-06-01,medical,288
2019-06-01,economics,263
2019-06-01,guidebooks,254
2019-06-01,songs,247
2019-06-01,true crime,239
2019-06-01,art,231
2019-06-01,performing arts,225
2019-06-01,nonfiction comics,222
2019-06-01,reference,202
2019-06-01,home design & décor,198
2019-06-01,education,194
2019-06-01,finance,183
2019-06-01,technology,171
2019-06-01,folklore,160
2019-06-01,literary criticism,158
2019-06-01,cooking,155
2019-06-01,computer technology,153
2019-06-01,language arts,142
2019-06-01,crafts,129
2019-06-01,spanish language materials,117
2019-06-01,cooking natural foods,116
2019-06-01,gardening,111
2019-04-01,biography & autobiography,10224
2019-04-01,history,5887
2019-04-01,self-improvement,5429
2019-04-01,business,4584
2019-04-01,sociology,4341
2019-04-01,cookbooks,3028
2019-04-01,politics,2893
2019-04-01,psychology,2455
2019-04-01,religion & spirituality,2254
2019-04-01,health & fitness,2215
2019-04-01,cooking & food,2169
2019-04-01,science,2126
2019-04-01,family & relationships,2057
2019-04-01,travel,1450
2019-04-01,essays,1444
2019-04-01,new age,1384
2019-04-01,biographies,1362
2019-04-01,true crime,1307
2019-04-01,humor (nonfiction),1269
2019-04-01,mythology,1104
2019-04-01,philosophy,1041
2019-04-01,nature,1039
2019-04-01,nonfiction comics,989
2019-04-01,medical,971
2019-04-01,autobiographies,965
2019-04-01,cooking,918
2019-04-01,performing arts,880
2019-04-01,sports & recreations,839
2019-04-01,juvenile nonfiction,777
2019-04-01,guidebooks,762
2019-04-01,military,761
2019-04-01,economics,681
2019-04-01,technology,641
2019-04-01,literary criticism,613
2019-04-01,finance,598
2019-04-01,home design & décor,577
2019-04-01,art,568
2019-04-01,reference,542
2019-04-01,folklore,522
2019-04-01,spanish language materials,430
2019-04-01,computer technology,428
2019-04-01,songs,421
2019-04-01,self help,382
2019-04-01,language arts,375
2019-04-01,quick and easy cooking,335
2019-04-01,gardening,333
2019-04-01,crafts,333
2019-04-01,law,294
2019-04-01,music,281
2019-04-01,education,279
2019-04-01,careers,266
2019-04-01,cooking natural foods,261
2019-04-01,pets,190
2019-04-01,instructional and educational works,183
2019-04-01,handbooks and manuals,156
2019-04-01,baking,154
2019-04-01,mathematics,135
2019-03-01,biography & autobiography,14958
2019-03-01,history,9601
2019-03-01,self-improvement,8281
2019-03-01,business,7690
2019-03-01,sociology,6332
2019-03-01,cookbooks,5083
2019-03-01,politics,4589
2019-03-01,psychology,4318
2019-03-01,science,4111
2019-03-01,religion & spirituality,3695
2019-03-01,health & fitness,3429
2019-03-01,family & relationships,3378
2019-03-01,cooking & food,3378
2019-03-01,autobiographies,2929
2019-03-01,humor (nonfiction),2683
2019-03-01,essays,2551
2019-03-01,travel,2311
2019-03-01,new age,2048
2019-03-01,philosophy,1807
2019-03-01,mythology,1648
2019-03-01,biographies,1496
2019-03-01,nature,1393
2019-03-01,medical,1345
2019-03-01,performing arts,1342
2019-03-01,military,1292
2019-03-01,cooking,1245
2019-03-01,true crime,1242
2019-03-01,sports & recreations,1232
2019-03-01,juvenile nonfiction,1226
2019-03-01,finance,1182
2019-03-01,technology,1115
2019-03-01,economics,1087
2019-03-01,literary criticism,1041
2019-03-01,guidebooks,1032
2019-03-01,home design & décor,977
2019-03-01,reference,936
2019-03-01,art,869
2019-03-01,folklore,841
2019-03-01,songs,809
2019-03-01,nonfiction comics,794
2019-03-01,spanish language materials,728
2019-03-01,language arts,702
2019-03-01,gardening,624
2019-03-01,computer technology,613
2019-03-01,self help,596
2019-03-01,education,541
2019-03-01,quick and easy cooking,510
2019-03-01,crafts,499
2019-03-01,mathematics,433
2019-03-01,cooking natural foods,428
2019-03-01,careers,412
2019-03-01,music,369
2019-03-01,law,368
2019-03-01,pets,261
2019-03-01,handbooks and manuals,211
2019-03-01,instructional and educational works,203
2019-03-01,baking,184
2019-02-01,biography & autobiography,1676
2019-02-01,history,1198
2019-02-01,self-improvement,860
2019-02-01,cookbooks,791
2019-02-01,business,740
2019-02-01,sociology,682
2019-02-01,politics,511
2019-02-01,health & fitness,503
2019-02-01,religion & spirituality,499
2019-02-01,science,458
2019-02-01,psychology,403
2019-02-01,cooking & food,396
2019-02-01,family & relationships,386
2019-02-01,essays,379
2019-02-01,travel,333
2019-02-01,humor (nonfiction),329
2019-02-01,autobiographies,270
2019-02-01,new age,241
2019-02-01,biographies,234
2019-02-01,cooking,230
2019-02-01,performing arts,221
2019-02-01,sports & recreations,216
2019-02-01,juvenile nonfiction,196
2019-02-01,songs,192
2019-02-01,medical,185
2019-02-01,true crime,159
2019-02-01,nature,144
2019-02-01,finance,135
2019-02-01,military,130
2019-02-01,philosophy,122
2019-02-01,mythology,120
2019-02-01,reference,119
2019-02-01,literary criticism,117
2019-02-01,guidebooks,101
2019-02-01,art,100
2019-02-01,economics,100
2019-01-01,biography & autobiography,4816
2019-01-01,history,3172
2019-01-01,cookbooks,2704
2019-01-01,self-improvement,2486
2019-01-01,business,2338
2019-01-01,sociology,2112
2019-01-01,politics,1615
2019-01-01,cooking & food,1391
2019-01-01,science,1360
2019-01-01,health & fitness,1197
2019-01-01,psychology,1175
2019-01-01,cooking,1116
2019-01-01,family & relationships,1088
2019-01-01,religion & spirituality,1085
2019-01-01,autobiographies,951
2019-01-01,travel,882
2019-01-01,humor (nonfiction),879
2019-01-01,essays,802
2019-01-01,biographies,748
2019-01-01,new age,713
2019-01-01,performing arts,571
2019-01-01,philosophy,569
2019-01-01,mythology,563
2019-01-01,nature,501
2019-01-01,true crime,421
2019-01-01,finance,412
2019-01-01,juvenile nonfiction,397
2019-01-01,sports & recreations,394
2019-01-01,reference,372
2019-01-01,guidebooks,359
2019-01-01,medical,335
2019-01-01,nonfiction comics,326
2019-01-01,military,313
2019-01-01,songs,311
2019-01-01,literary criticism,300
2019-01-01,economics,300
2019-01-01,cooking natural foods,261
2019-01-01,computer technology,258
2019-01-01,folklore,255
2019-01-01,spanish language materials,226
2019-01-01,quick and easy cooking,221
2019-01-01,crafts,216
2019-01-01,home design & décor,209
2019-01-01,language arts,202
2019-01-01,technology,196
2019-01-01,education,187
2019-01-01,art,173
2019-01-01,self help,170
2019-01-01,music,143
2019-01-01,careers,139
2019-01-01,gardening,115
2019-01-01,mathematics,103
2018-12-01,biography & autobiography,11916
2018-12-01,history,7529
2018-12-01,self-improvement,5754
2018-12-01,cookbooks,5506
2018-12-01,business,5411
2018-12-01,sociology,5208
2018-12-01,politics,3696
2018-12-01,psychology,3081
2018-12-01,cooking & food,3071
2018-12-01,science,2903
2018-12-01,religion & spirituality,2894
2018-12-01,essays,2734
2018-12-01,family & relationships,2592
2018-12-01,autobiographies,2556
2018-12-01,health & fitness,2547
2018-12-01,humor (nonfiction),1930
2018-12-01,cooking,1903
2018-12-01,travel,1725
2018-12-01,new age,1568
2018-12-01,mythology,1525
2018-12-01,philosophy,1280
2018-12-01,medical,1212
2018-12-01,nature,1110
2018-12-01,performing arts,1070
2018-12-01,biographies,1052
2018-12-01,military,969
2018-12-01,sports & recreations,959
2018-12-01,true crime,889
2018-12-01,juvenile nonfiction,883
2018-12-01,reference,854
2018-12-01,home design & décor,825
2018-12-01,literary criticism,825
2018-12-01,technology,732
2018-12-01,economics,731
2018-12-01,folklore,720
2018-12-01,finance,708
2018-12-01,quick and easy cooking,678
2018-12-01,songs,675
2018-12-01,nonfiction comics,660
2018-12-01,guidebooks,657
2018-12-01,art,610
2018-12-01,language arts,567
2018-12-01,self help,439
2018-12-01,education,438
2018-12-01,spanish language materials,420
2018-12-01,computer technology,417
2018-12-01,crafts,371
2018-12-01,cooking natural foods,331
2018-12-01,music,327
2018-12-01,law,268
2018-12-01,mathematics,266
2018-12-01,baking,260
2018-12-01,careers,255
2018-12-01,pets,233
2018-12-01,gardening,171
2018-12-01,handbooks and manuals,165
2018-12-01,instructional and educational works,131
2018-11-01,biography & autobiography,14867
2018-11-01,history,9698
2018-11-01,self-improvement,7768
2018-11-01,business,7484
2018-11-01,sociology,7274
2018-11-01,cookbooks,7088
2018-11-01,politics,5097
2018-11-01,psychology,4148
2018-11-01,cooking & food,3707
2018-11-01,science,3635
2018-11-01,autobiographies,3421
2018-11-01,essays,3371
2018-11-01,religion & spirituality,3343
2018-11-01,family & relationships,3200
2018-11-01,health & fitness,3176
2018-11-01,humor (nonfiction),2637
2018-11-01,travel,2333
2018-11-01,cooking,2082
2018-11-01,new age,1877
2018-11-01,philosophy,1840
2018-11-01,mythology,1826
2018-11-01,biographies,1822
2018-11-01,nature,1628
2018-11-01,performing arts,1486
2018-11-01,medical,1319
2018-11-01,military,1291
2018-11-01,sports & recreations,1251
2018-11-01,true crime,1210
2018-11-01,juvenile nonfiction,1192
2018-11-01,songs,1059
2018-11-01,reference,1023
2018-11-01,technology,993
2018-11-01,literary criticism,991
2018-11-01,guidebooks,938
2018-11-01,economics,937
2018-11-01,folklore,926
2018-11-01,nonfiction comics,899
2018-11-01,finance,871
2018-11-01,home design & décor,832
2018-11-01,art,783
2018-11-01,spanish language materials,761
2018-11-01,language arts,732
2018-11-01,self help,646
2018-11-01,education,607
2018-11-01,computer technology,591
2018-11-01,quick and easy cooking,562
2018-11-01,crafts,559
2018-11-01,music,482
2018-11-01,cooking natural foods,431
2018-11-01,law,423
2018-11-01,careers,392
2018-11-01,baking,357
2018-11-01,pets,257
2018-11-01,gardening,237
2018-11-01,mathematics,227
2018-11-01,handbooks and manuals,219
2018-11-01,instructional and educational works,153
2018-10-01,biography & autobiography,15196
2018-10-01,history,10165
2018-10-01,self-improvement,7903
2018-10-01,business,7608
2018-10-01,sociology,7387
2018-10-01,cookbooks,6500
2018-10-01,politics,5469
2018-10-01,psychology,4468
2018-10-01,science,4197
2018-10-01,cooking & food,3848
2018-10-01,family & relationships,3568
2018-10-01,religion & spirituality,3495
2018-10-01,essays,3477
2018-10-01,health & fitness,3318
2018-10-01,humor (nonfiction),3121
2018-10-01,autobiographies,2629
2018-10-01,travel,2539
2018-10-01,new age,1913
2018-10-01,philosophy,1876
2018-10-01,mythology,1811
2018-10-01,nature,1716
2018-10-01,cooking,1679
2018-10-01,performing arts,1545
2018-10-01,biographies,1543
2018-10-01,sports & recreations,1456
2018-10-01,military,1398
2018-10-01,medical,1379
2018-10-01,true crime,1252
2018-10-01,reference,1140
2018-10-01,juvenile nonfiction,1135
2018-10-01,literary criticism,1112
2018-10-01,guidebooks,1094
2018-10-01,songs,1092
2018-10-01,economics,1003
2018-10-01,folklore,983
2018-10-01,nonfiction comics,972
2018-10-01,finance,971
2018-10-01,technology,943
2018-10-01,home design & décor,793
2018-10-01,spanish language materials,728
2018-10-01,art,713
2018-10-01,education,684
2018-10-01,computer technology,622
2018-10-01,language arts,605
2018-10-01,self help,594
2018-10-01,crafts,525
2018-10-01,music,517
2018-10-01,mathematics,463
2018-10-01,quick and easy cooking,439
2018-10-01,careers,404
2018-10-01,cooking natural foods,401
2018-10-01,law,338
2018-10-01,pets,335
2018-10-01,baking,266
2018-10-01,gardening,256
2018-10-01,handbooks and manuals,162
2018-09-01,biography & autobiography,14815
2018-09-01,history,9656
2018-09-01,self-improvement,7622
2018-09-01,business,7540
2018-09-01,sociology,7087
2018-09-01,cookbooks,6299
2018-09-01,politics,5319
2018-09-01,science,4241
2018-09-01,psychology,4067
2018-09-01,cooking & food,3800
2018-09-01,family & relationships,3420
2018-09-01,essays,3405
2018-09-01,humor (nonfiction),3033
2018-09-01,health & fitness,3017
2018-09-01,religion & spirituality,2966
2018-09-01,travel,2789
2018-09-01,autobiographies,2536
2018-09-01,philosophy,2076
2018-09-01,new age,1890
2018-09-01,nature,1803
2018-09-01,mythology,1619
2018-09-01,performing arts,1485
2018-09-01,cooking,1379
2018-09-01,biographies,1308
2018-09-01,sports & recreations,1291
2018-09-01,medical,1273
2018-09-01,military,1252
2018-09-01,true crime,1229
2018-09-01,juvenile nonfiction,1108
2018-09-01,songs,1063
2018-09-01,reference,1062
2018-09-01,finance,1059
2018-09-01,nonfiction comics,980
2018-09-01,technology,964
2018-09-01,literary criticism,962
2018-09-01,education,957
2018-09-01,economics,907
2018-09-01,folklore,869
2018-09-01,guidebooks,866
2018-09-01,home design & décor,789
2018-09-01,art,748
2018-09-01,spanish language materials,664
2018-09-01,language arts,637
2018-09-01,self help,626
2018-09-01,computer technology,584
2018-09-01,crafts,547
2018-09-01,quick and easy cooking,514
2018-09-01,careers,444
2018-09-01,law,433
2018-09-01,music,418
2018-09-01,cooking natural foods,394
2018-09-01,mathematics,319
2018-09-01,baking,282
2018-09-01,pets,279
2018-09-01,gardening,275
2018-09-01,handbooks and manuals,178
2018-08-01,biography & autobiography,15656
2018-08-01,history,10613
2018-08-01,business,8136
2018-08-01,self-improvement,8022
2018-08-01,sociology,7247
2018-08-01,cookbooks,6194
2018-08-01,politics,4795
2018-08-01,psychology,4640
2018-08-01,science,4508
2018-08-01,cooking & food,3973
2018-08-01,essays,3670
2018-08-01,health & fitness,3649
2018-08-01,religion & spirituality,3614
2018-08-01,family & relationships,3609
2018-08-01,travel,3310
2018-08-01,humor (nonfiction),3305
2018-08-01,autobiographies,3123
2018-08-01,mythology,1911
2018-08-01,new age,1797
2018-08-01,philosophy,1758
2018-08-01,nature,1669
2018-08-01,sports & recreations,1639
2018-08-01,performing arts,1513
2018-08-01,true crime,1451
2018-08-01,military,1439
2018-08-01,medical,1401
2018-08-01,biographies,1385
2018-08-01,nonfiction comics,1346
2018-08-01,juvenile nonfiction,1320
2018-08-01,reference,1103
2018-08-01,literary criticism,1049
2018-08-01,folklore,1016
2018-08-01,songs,998
2018-08-01,cooking,980
2018-08-01,economics,966
2018-08-01,technology,885
2018-08-01,finance,885
2018-08-01,art,864
2018-08-01,guidebooks,836
2018-08-01,home design & décor,798
2018-08-01,self help,682
2018-08-01,education,656
2018-08-01,language arts,632
2018-08-01,computer technology,561
2018-08-01,careers,513
2018-08-01,quick and easy cooking,501
2018-08-01,spanish language materials,499
2018-08-01,music,482
2018-08-01,crafts,479
2018-08-01,cooking natural foods,434
2018-08-01,law,387
2018-08-01,gardening,350
2018-08-01,pets,296
2018-08-01,mathematics,293
2018-08-01,baking,243
2018-08-01,handbooks and manuals,195
2018-08-01,anecdotes,111
2018-08-01,instructional and educational works,103
2018-07-01,biography & autobiography,15732
2018-07-01,history,10377
2018-07-01,self-improvement,7788
2018-07-01,business,7510
2018-07-01,sociology,6956
2018-07-01,cookbooks,6094
2018-07-01,politics,5427
2018-07-01,cooking & food,4104
